,favorite,retweet,tweet_id
377,0,4390,826615380357632002
378,5530,284,826598799820865537
379,10877,2618,826598365270007810
380,19893,4680,826476773533745153
381,14329,2889,826240494070030336
382,5264,1049,826204788643753985
383,16933,3490,826115272272650244
384,11308,2087,825876512159186944
385,13758,2779,825829644528148480
386,56232,19202,825535076884762624
387,19794,5109,825147591692263424
388,0,1440,825120256414846976
389,6876,1440,825026590719483904
390,0,6123,824796380199809024
391,16196,3939,824775126675836928
392,10899,1942,824663926340194305
393,12748,11591,824325613288833024
394,16265,4316,824297048279236611
395,5168,665,824025158776213504
396,11524,3030,823939628516474880
397,0,12597,823719002937630720
398,13600,2698,823699002998870016
399,14107,2962,823581115634085888
400,758,29,823333489516937216
401,17062,4510,823322678127919110
402,0,11034,823269594223824897
403,18746,3850,822975315408461824
404,143494,49166,822872901745569793
405,14298,2552,822859134160621569
406,0,7171,822647212903690241
407,15999,3316,822610361945911296
408,19670,7171,822489057087389700
409,31022,16554,822462944365645825
410,38002,11034,822244816520155136
411,0,5399,822163064745328640
412,12333,2627,821886076407029760
413,0,3742,821813639212650496
414,9146,1864,821765923262631936
415,8693,1978,821522889702862852
416,0,6261,821421320206483457
417,12802,4890,821407182352777218
418,276,10,821153421864615936
419,9485,2259,821149554670182400
420,10427,2387,821107785811234820
421,13714,2563,821044531881721856
422,0,7499,820837357901512704
423,34279,11146,820749716845686786
424,13260,3621,820690176645140481
425,0,633,820494788566847489
426,0,2896,820446719150292993
427,3622,633,820314633777061888
428,21479,7041,820078625395449857
429,0,1325,820013781606658049
430,5786,1325,819952236453363712
431,13984,5432,819924195358416896
432,14606,3517,819711362133872643
433,10385,2209,819588359383371776
434,7851,1346,819347104292290561
435,2493,453,819238181065359361
436,25101,7499,819227688460238848
437,0,41040,819015337530290176
438,0,21170,819015331746349057
439,48997,21170,819006400881917954
440,93749,41040,819004803107983360
441,0,23405,818646164899774465
442,24124,8346,818627210458333184
443,10735,2895,818614493328580609
444,0,6919,818588835076603904
445,11884,2784,818536468981415936
446,0,9110,818307523543449600
447,11971,2559,818259473185828864
448,13380,2916,818145370475810820
449,5254,887,817908911860748288
450,56434,30428,817827839487737858
451,11632,2992,817777686764523521
452,12836,3403,817536400337801217
453,0,3809,817502432452313088
454,37292,16878,817423860136083457
455,6121,1079,817415592588222464
456,0,9565,817181837579653120
457,9493,2258,817171292965273600
458,13209,2943,817120970343411712
459,9323,1853,817056546584727552
460,0,5313,816829038950027264
461,10882,2291,816816676327063552
462,10667,2471,816697700272001025
463,33293,9110,816450570814898180
464,9367,2197,816336735214911488
465,9713,2418,816091915477250048
466,0,1179,816062466425819140
467,0,5974,816014286006976512
468,5441,1179,815990720817401858
469,24493,9565,815966073409433600
470,0,4640,815745968457060357
471,10712,2550,815736392542261248
472,8960,1849,815639385530101762
473,11246,4272,815390420867969024
474,8321,1456,814986499976527872
475,12286,3048,814638523311648768
476,0,6552,814578408554463233
477,9451,2086,814530161257443328
478,31334,9778,814153002265309185
479,0,3631,813944609378369540
480,10119,2117,813910438903693312
481,39599,15772,813812741911748608
482,9098,1982,813800681631023104
483,20366,8204,813217897535406080
484,9990,2022,813202720496779264
485,21631,4914,813187593374461952
486,10190,2165,813172488309972993
487,8440,2489,813157409116065792
488,9168,2654,813142292504645637
489,4867,497,813130366689148928
490,12945,3528,813127251579564032
491,11265,3104,813112105746448384
492,11467,4073,813096984823349248
493,10776,3117,813081950185472002
494,8668,2186,813066809284972545
495,22845,8235,813051746834595840
496,8250,2149,812781120811126785
497,0,7822,812747805718642688
498,7222,1609,812709060537683968
499,6642,1380,812503143955202048
500,8724,2171,812466873996607488
501,14935,4131,812372279581671427
502,7935,1587,811985624773361665
503,8242,1815,811744202451197953
504,6087,836,811647686436880384
505,13980,3534,811627233043480576
506,22806,7207,811386762094317568
507,5825,1608,810984652412424192
508,9868,2012,810896069567610880
509,11969,2971,810657578271330305
510,38746,12908,810284430598270976
511,16033,3784,810254108431155201
512,16903,4390,809920764300447744
513,0,5534,809808892968534016
514,7565,1657,809448704142938112
515,21776,6337,809220051211603969
516,14414,3951,809084759137812480
517,11024,3425,808838249661788160
518,8620,2439,808733504066486276
519,12323,2918,808501579447930884
520,46423,23405,808344865868283904
521,0,6729,808134635716833280
522,9515,2457,808106460588765185
523,13739,3982,808001312164028416
524,15935,4151,807621403335917568
525,123090,61166,807106840509214720
526,0,8282,807059379405148160
527,14232,4297,807010152071229440
528,82242,39468,806629075125202948
529,0,6220,806620845233815552
530,5283,2178,806576416489959424
531,11147,2677,806542213899489280
532,0,13200,806242860592926720
533,7004,1352,806219024703037440
534,0,6058,805958939288408065
535,9027,2140,805932879469572096
536,7183,2066,805826884734976000
537,0,9096,805823200554876929
538,6261,1865,805520635690676224
539,9568,2855,805487436403003392
540,8497,1915,805207613751304193
541,15013,4346,804738756058218496
542,6726,2268,804475857670639616
543,0,3627,804413760345620481
544,48758,18292,804026241225523202
545,10986,3124,803773340896923648
546,0,8398,803692223237865472
547,12008,4679,803638050916102144
548,8459,2096,803380650405482500
549,0,6028,803321560782307329
550,10964,2784,803276597545603072
551,9861,2260,802952499103731712
552,0,3300,802624713319034886
553,7779,1656,802600418706604034
554,9774,2828,802572683846291456
555,17768,6599,802323869084381190
556,6923,1530,802265048156610565
557,9912,2938,802239329049477120
558,0,303,802185808107208704
559,8437,1928,801958328846974976
560,1921,263,801854953262350336
561,8952,2323,801538201127157760
562,6632,936,801285448605831168
563,26829,6729,801167903437357056
564,0,4492,801127390143516673
565,8822,2357,801115127852503040
566,756,109,800859414831898624
567,0,1839,800855607700029440
568,11469,3124,800751577355128832
569,14387,3395,800513324630806528
570,10332,2422,800459316964663297
571,0,4891,800443802682937345
572,12196,3158,800388270626521089
573,0,4444,800188575492947969
574,16731,2896,800141422401830912
575,31065,14899,800018252395122689
576,0,5306,799774291445383169
577,9193,2439,799757965289017345
578,8791,2157,799422933579902976
579,0,6263,799308762079035393
580,10846,3135,799297110730567681
581,8847,2781,799063482566066176
582,14413,5062,798933969379225600
583,8115,1621,798925684722855936
584,0,7481,798705661114773508
585,0,8837,798701998996647937
586,0,7356,798697898615730177
587,0,5626,798694562394996736
588,0,2620,798686750113755136
589,0,5352,798682547630837760
590,0,6278,798673117451325440
591,0,4393,798665375516884993
592,0,2090,798644042770751489
593,0,2215,798628517273620480
594,0,6457,798585098161549313
595,0,6660,798576900688019456
596,0,3802,798340744599797760
597,11344,2875,798209839306514432
598,12753,3552,797971864723324932
599,15883,5474,797545162159308800
600,21896,7487,797236660651966464
601,251,32,797165961484890113
602,0,10077,796904159865868288
603,8394,2143,796865951799083009
604,12991,3454,796759840936919040
605,0,8273,796563435802726400
606,8296,1990,796484825502875648
607,12069,4706,796387464403357696
608,0,16177,796177847564038144
609,35445,16177,796149749086875649
610,5415,2016,796125600683540480
611,9935,2733,796116448414461957
612,9252,2613,796080075804475393
613,11823,4173,796031486298386433
614,54584,26915,795464331001561088
615,11059,3236,795400264262053889
616,17773,6123,795076730285391872
617,0,3810,794983741416415232
618,11253,2615,794926597468000259
619,0,11633,794355576146903043
620,10454,2988,794332329137291264
621,10085,3758,794205286408003585
622,18451,5534,793962221541933056
623,10072,2119,793845145112371200
624,0,3531,793614319594401792
625,8724,1848,793601777308463104
626,11708,2691,793500921481273345
627,26967,10386,793286476301799424
628,9445,2664,793271401113350145
629,21873,9408,793256262322548741
630,11541,3706,793241302385262592
631,10762,3227,793226087023144960
632,9775,3184,793210959003287553
633,16728,6342,793195938047070209
634,7570,2240,793180763617361921
635,10286,3146,793165685325201412
636,6752,1930,793150605191548928
637,7067,2801,793135492858580992
638,13890,4402,793120401413079041
639,15723,4543,792913359805018113
640,12386,4826,792883833364439040
641,8037,1899,792773781206999040
642,14787,4845,792394556390137856
643,7861,2029,792050063153438720
644,0,23748,791821351946420224
645,0,10927,791784077045166082
646,0,4292,791780927877898241
647,49345,25111,791774931465953280
648,12854,3531,791672322847637504
649,14378,4640,791406955684368384
650,9626,2865,791312159183634433
651,0,4665,791026214425268224
652,10838,2413,790987426131050500
653,18186,5313,790946055508652032
654,0,2617,790723298204217344
655,8982,2151,790698755171364864
656,22640,8087,790581949425475584
657,8562,2105,790337589677002753
658,13751,3631,790277117346975746
659,0,4049,790227638568808452
660,10136,2617,789986466051088384
661,0,4695,789960241177853952
662,11387,4673,789903600034189313
663,8255,2011,789628658055020548
664,7430,2181,789599242079838210
665,12874,3810,789530877013393408
666,9429,2603,789314372632018944
667,0,5593,789280767834746880
668,9988,2923,789268448748703744
669,10635,3150,789137962068021249
670,29974,13997,788908386943430656
671,30027,11633,788765914992902144
672,0,8161,788552643979468800
673,17081,5987,788412144018661376
674,7912,2403,788178268662984705
675,6730,1471,788150585577050112
676,0,3850,788070120937619456
677,6714,1492,788039637453406209
678,9498,3440,787810552592695296
679,11177,3136,787717603741622272
680,11857,3194,787397959788929025
681,8534,1971,787322443945877504
682,0,7558,787111942498508800
683,29061,9036,786963064373534720
684,0,2735,786729988674449408
685,19889,6863,786709082849828864
686,11684,2898,786664955043049472
687,10283,3501,786595970293370880
688,11928,3956,786363235746385920
689,8737,3237,786286427768250368
690,16774,5399,786233965241827333
691,1574,174,786051337297522688
692,0,7968,786036967502913536
693,12435,3557,785927819176054784
694,7311,2062,785872687017132033
695,8538,2494,785639753186217984
696,9972,2268,785533386513321988
697,6665,1427,785515384317313025
698,7947,1848,785264754247995392
699,13231,5489,785170936622350336
700,11097,3627,784826020293709826
701,9810,2859,784517518371221505
702,6211,1445,784431430411685888
703,21999,9096,784183165795655680
704,32703,12597,784057939640352768
705,32883,12194,783839966405230592
706,8042,2216,783821107061198850
707,11398,3624,783695101801398276
708,9252,2539,783466772167098368
709,18469,6213,783391753726550016
710,0,6327,783347506784731136
711,31943,13201,783334639985389568
712,8899,2494,783085703974514689
713,26369,8282,782969140009107456
714,8147,1569,782747134529531904
715,18847,6058,782722598790725632
716,8508,2118,782598640137187329
717,18214,6261,782305867769217024
718,0,7023,782021823840026624
719,12108,3786,781955203444699136
720,11402,3046,781661882474196992
721,4369,1256,781655249211752448
722,22660,6220,781524693396357120
723,7788,2865,781308096455073793
724,9225,2364,781251288990355457
725,10652,3065,781163403222056960
726,23603,8273,780931614150983680
727,7841,2244,780858289093574656
728,6017,1459,780800785462489090
729,13201,3742,780601303617732608
730,6874,1954,780543529827336192
731,0,4182,780496263422808064
732,0,133,780476555013349377
733,5764,1194,780459368902959104
734,9506,2520,780192070812196864
735,0,2582,780092040432480260
736,13381,5617,780074436359819264
737,20769,7968,779834332596887552
738,9631,3504,779377524342161408
739,0,20686,779124354206535695
740,12878,4092,779123168116150273
741,16136,5086,779056095788752897
742,21836,8186,778990705243029504
743,0,11189,778774459159379968
744,935,411,778764940568104960
745,7527,1500,778748913645780993
746,6297,1680,778650543019483137
747,5067,1137,778624900596654080
748,14866,4882,778408200802557953
749,0,13750,778396591732486144
750,6373,1234,778383385161035776
751,11309,3717,778286810187399168
752,9232,2967,778039087836069888
753,7145,1825,778027034220126208
754,0,3955,777953400541634568
755,6921,1845,777885040357281792
756,12242,3300,777684233540206592
757,0,4790,777641927919427584
758,9535,2801,777621514455814149
759,15588,4847,777189768882946048
760,0,15386,776819012571455488
761,5317,1357,776813020089548800
762,9656,3148,776477788987613185
763,0,10296,776249906839351296
764,32676,17928,776218204058357768
765,10446,2822,776201521193218049
766,12800,4891,776113305656188928
767,2002,171,776088319444877312
768,0,17347,775898661951791106
769,12744,3010,775842724423557120
770,15076,4492,775733305207554048
771,14060,5134,775729183532220416
772,8103,3351,775364825476165632
773,11057,4391,775350846108426240
774,16925,5306,775085132600442880
775,9289,1977,774757898236878852
776,7309,1949,774639387460112384
777,23668,6263,774314403806253056
778,11686,4354,773985732834758656
779,6949,1935,773922284943896577
780,7171,1835,773704687002451968
781,5789,1452,773670353721753600
782,23989,6919,773547596996571136
783,0,5720,773336787167145985
784,25257,8375,773308824254029826
785,10195,3586,773247561583001600
786,10866,4603,773191612633579521
787,9343,4356,772877495989305348
788,8671,2603,772826264096874500
789,0,3771,772615324260794368
790,7042,1900,772581559778025472
791,6528,1552,772193107915964416
792,4100,1261,772152991789019136
793,4072,818,772117678702071809
794,2940,527,772114945936949249
795,4355,1035,772102971039580160
796,7139,2118,771908950375665664
797,13060,3802,771770456517009408
798,8977,2928,771500966810099713
799,11454,5720,771380798096281600
800,0,8453,771171053431250945
801,9988,3264,771136648247640064
802,6748,1606,771102124360998913
803,7470,1849,771014301343748096
804,0,245,771004394259247104
805,5381,1369,770787852854652928
806,5634,1580,770772759874076672
807,0,50911,770743923962707968
808,7956,1951,770655142660169732
809,6837,2307,770414278348247044
810,6767,1666,770293558247038976
811,0,3400,770093767776997377
812,8227,2572,770069151037685760
813,34181,10795,769940425801170949
814,6949,1861,769695466921623552
815,0,8583,769335591808995329
816,5862,1917,769212283578875904
817,15651,7318,768970937022709760
818,0,3026,768909767477751808
819,4562,1002,768855141948723200
820,4471,1349,768609597686943744
821,5466,1427,768596291618299904
822,0,6509,768554158521745409
823,14766,3830,768473857036525572
824,11838,3955,768193404517830656
825,5167,1574,767884188863397888
826,17416,6028,767754930266464257
827,8125,2606,767500508068192258
828,13330,4269,767191397493538821
829,10976,3180,767122157629476866
830,0,6324,766864461642756096
831,5517,1521,766793450729734144
832,2816,428,766714921925144576
833,4378,882,766693177336135680
834,6536,1775,766423258543644672
835,7350,2107,766313316352462849
836,0,2891,766078092750233600
837,4645,975,766069199026450432
838,4053,554,766008592277377025
839,7840,2404,765719909049503744
840,5628,1359,765669560888528897
841,28566,3777,765395769549590528
842,7689,2402,765371061932261376
843,12612,3771,765222098633691136
844,6943,1967,764857477905154048
845,6570,1694,764259802650378240
846,797,59,763956972077010945
847,13690,4665,763837565564780549
848,5879,1652,763183847194451968
849,0,3376,763167063695355904
850,7976,2534,763103485927849985
851,13209,4049,762699858130116608
852,12250,7274,762471784394268675
853,11218,4695,762464539388485633
854,5230,1257,762316489655476224
855,34679,17406,762035686371364864
856,5863,2248,761976711479193600
857,0,4397,761750502866649088
858,4613,952,761745352076779520
859,53671,32374,761672994376806400
860,4477,1308,761599872357261312
861,0,19940,761371037149827077
862,5657,1612,761334018830917632
863,4834,1229,761292947749015552
864,5770,1721,761227390836215808
865,12208,3850,761004547850530816
866,4142,1079,760893934457552897
867,7158,2143,760656994973933572
868,5369,1439,760641137271070720
869,8213,4040,760539183865880579
870,4579,1555,760521673607086080
871,29009,12779,760290219849637889
872,4262,961,760252756032651264
873,6186,2014,760190180481531904
874,0,37,760153949710192640
875,6440,2322,759943073749200896
876,15916,6324,759923798737051648
877,7274,2208,759846353224826880
878,6469,2120,759793422261743616
879,0,23555,759566828574212096
880,5088,1306,759557299618865152
881,9221,2735,759447681597108224
882,1813,546,759446261539934208
883,6567,2162,759197388317847553
884,0,1306,759159934323924993
885,15748,4662,759099523532779520
886,7058,2242,759047813560868866
887,3839,993,758854675097526272
888,12098,4248,758828659922702336
889,6195,1775,758740312047005698
890,4134,1101,758474966123810816
891,5200,2472,758467244762497024
892,5626,2136,758405701903519748
893,3715,1206,758355060040593408
894,20802,11189,758099635764359168
895,2941,421,758041019896193024
896,7448,3605,757741869644341248
897,0,9036,757729163776290825
898,4915,1357,757725642876129280
899,4928,1239,757611664640446465
900,0,322,757597904299253760
901,4718,1178,757596066325864448
902,16407,7568,757400162377592832
903,6322,1939,757393109802180609
904,4890,1584,757354760399941633
905,6775,2207,756998049151549440
906,7192,2226,756939218950160384
907,5490,1468,756651752796094464
908,11264,4026,756526248105566208
909,4277,1199,756303284449767430
910,45947,19393,756288534030475264
911,6967,1699,756275833623502848
912,7936,3194,755955933503782912
913,17800,5966,755206590534418437
914,22937,12293,755110668769038337
915,0,8911,754874841593970688
916,7429,2793,754856583969079297
917,2787,578,754747087846248448
918,5735,2154,754482103782404096
919,4063,817,754449512966619136
920,8475,2584,754120377874386944
921,9514,3992,754011816964026368
922,6329,2423,753655901052166144
923,8558,3961,753420520834629632
924,6257,2121,753398408988139520
925,8228,2582,753375668877008896
926,0,6406,753298634498793472
927,3685,1156,753294487569522689
928,40138,23247,753039830821511168
929,4212,1080,753026973505581056
930,13650,7558,752932432744185856
931,7432,1740,752917284578922496
932,0,3194,752701944171524096
933,6496,1786,752682090207055872
934,4771,1744,752660715232722944
935,6004,2534,752568224206688256
936,7966,3810,752519690950500352
937,4132,1223,752334515931054080
938,0,18486,752309394570878976
939,6432,2050,752173152931807232
940,3336,1031,751950017322246144
941,5644,1487,751937170840121344
942,6275,2166,751830394383790080
943,6336,3235,751793661361422336
944,8531,3352,751598357617971201
945,4769,1238,751583847268179968
946,5440,1402,751538714308972544
